#list 1
real   10.1886   19.5640   11.6299    90.000    99.288    90.000
end
#space
sym p 1 21 1
end
#COMPOSITION
CONTENTS C 64  H 64  O 32
SCATT CRYSDIR:SCRIPT\SCATT.DAT
PROPERTIES CRYSDIR:SCRIPT\PROPWIN.DAT
END
#sum l 1
#sum l 2
end
#
# Punched on 07/28/02 at 20:36:27
#
#LIST      5                                                                    
READ NATOM =     56, NLAYER =    0, NELEMENT =    0, NBATCH =    0
OVERALL    0.876968  0.050000  0.050000  1.000000  0.000000         0.0000000
ATOM C       1.000000   1.000000   0.000000   0.931379   0.449650   0.866801
CON U[11]=   0.101937   0.077329   0.131277  -0.010394   0.038853   0.027118
CON SPARE=       1.00          3          0          0       0   
ATOM C       2.000000   1.000000   0.000000   0.045020   0.427090   0.857203
CON U[11]=   0.075974   0.058436   0.075969  -0.003149   0.007704   0.022470
CON SPARE=       1.00          3          0          0       0   
ATOM C       3.000000   1.000000   0.000000   0.080489   0.381247   0.764160
CON U[11]=   0.046092   0.048184   0.053121   0.002520   0.002671   0.002007
CON SPARE=       1.00          3          0          0       0   
ATOM C       4.000000   1.000000   0.000000   0.173584   0.418558   0.694890
CON U[11]=   0.067179   0.046017   0.072609   0.013689   0.006467  -0.005776
CON SPARE=       1.00          3          0          0       0   
ATOM C       5.000000   1.000000   0.000000   0.143581   0.314885   0.815753
CON U[11]=   0.038544   0.040257   0.045821   0.000415   0.005890   0.007889
CON SPARE=       1.00          3          0          0       0   
ATOM C       7.000000   1.000000   0.000000   0.051413   0.271663   0.876784
CON U[11]=   0.029806   0.048544   0.047260  -0.000865   0.006809   0.009137
CON SPARE=       1.00          3          0          0       0   
ATOM C       9.000000   1.000000   0.000000   0.125388   0.215163   0.949155
CON U[11]=   0.031319   0.044242   0.044273   0.007276   0.007427  -0.002602
CON SPARE=       1.00          3          0          0       0   
ATOM C      10.000000   1.000000   0.000000   0.152476   0.153310   0.902653
CON U[11]=   0.053776   0.053138   0.050519   0.001177   0.008379   0.007489
CON SPARE=       1.00          3          0          0       0   
ATOM C      11.000000   1.000000   0.000000   0.226941   0.103479   0.973257
CON U[11]=   0.063761   0.049220   0.079588   0.012721   0.019549   0.011767
CON SPARE=       1.00          3          0          0       0   
ATOM C      12.000000   1.000000   0.000000   0.272504   0.116714   0.087936
CON U[11]=   0.052932   0.074000   0.067146   0.021960   0.011359   0.006732
CON SPARE=       1.00          3          0          0       0   
ATOM C      13.000000   1.000000   0.000000   0.244191   0.178276   0.135470
CON U[11]=   0.053211   0.072296   0.054279   0.011996   0.001510  -0.007419
CON SPARE=       1.00          3          0          0       0   
ATOM C      14.000000   1.000000   0.000000   0.172251   0.227072   0.066592
CON U[11]=   0.050764   0.054591   0.059998  -0.000564   0.015384  -0.006570
CON SPARE=       1.00          3          0          0       0   
ATOM O       6.000000   1.000000   0.000000   0.193457   0.274123   0.731474
CON U[11]=   0.052739   0.057742   0.054995   0.004970   0.022877   0.011824
CON SPARE=       1.00          3          0          0       0   
ATOM O       8.000000   1.000000   0.000000   0.949724   0.243164   0.789562
CON U[11]=   0.032329   0.064579   0.059927   0.000295  -0.003921   0.005856
CON SPARE=       1.00          3          0          0       0   
ATOM Q     100.000000   1.000000   0.000000   0.300540   0.421165   0.368716
CON U[11]=   0.082584   0.086409   0.093593   0.023574   0.035896   0.033042
CON SPARE=       1.00          3          0          0       0   
ATOM Q     101.000000   1.000000   0.000000   0.433535   0.408848   0.391444
CON U[11]=   0.056957   0.057196   0.079941   0.002386   0.031779  -0.000145
CON SPARE=       1.00          3          0          0       0   
ATOM Q     102.000000   1.000000   0.000000   0.507857   0.377074   0.494848
CON U[11]=   0.054405   0.063774   0.071482  -0.008341   0.023375  -0.005149
CON SPARE=       1.00          3          0          0       0   
